IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.19.19.212,4,4,0.00,265.00,0.00
104.20.229.73,4,4,0.00,265.13,0.00
104.20.90.195,4,4,0.00,265.18,0.00
104.20.218.162,4,4,0.00,265.20,0.00
172.67.65.249,4,4,0.00,266.04,0.00
104.20.20.7,4,4,0.00,266.17,0.00
104.20.141.132,4,4,0.00,266.27,0.00
104.19.125.103,4,4,0.00,266.51,0.00
104.20.114.203,4,4,0.00,266.82,0.00
104.23.112.140,4,4,0.00,267.24,0.00
104.24.145.54,4,4,0.00,267.24,0.00
172.64.233.66,4,4,0.00,267.60,0.00
104.24.221.239,4,4,0.00,267.67,0.00
104.27.91.102,4,4,0.00,268.61,0.00
104.20.153.252,4,4,0.00,269.06,0.00
104.24.216.195,4,4,0.00,269.48,0.00
104.24.141.234,4,4,0.00,269.64,0.00
104.20.238.100,4,4,0.00,270.91,0.00
172.65.176.19,4,4,0.00,270.99,0.00
172.67.88.124,4,4,0.00,271.37,0.00
104.19.85.184,4,4,0.00,271.46,0.00
104.25.236.245,4,4,0.00,271.77,0.00
104.19.38.63,4,4,0.00,271.79,0.00
104.20.132.152,4,4,0.00,272.22,0.00
104.27.4.12,4,4,0.00,272.27,0.00
104.20.10.237,4,4,0.00,272.31,0.00
104.25.99.25,4,4,0.00,272.67,0.00
104.19.15.166,4,4,0.00,273.19,0.00
104.20.25.97,4,4,0.00,273.61,0.00
172.67.69.45,4,4,0.00,273.99,0.00
104.25.159.185,4,4,0.00,274.17,0.00
104.24.184.198,4,4,0.00,275.07,0.00
104.19.33.56,4,4,0.00,276.52,0.00
104.20.61.53,4,4,0.00,277.38,0.00
104.22.35.32,4,4,0.00,277.51,0.00
104.19.96.170,4,4,0.00,278.02,0.00
104.24.56.250,4,4,0.00,278.05,0.00
104.19.104.249,4,4,0.00,278.25,0.00
162.159.81.99,4,4,0.00,278.95,0.00
104.19.92.190,4,4,0.00,280.69,0.00
104.31.0.54,4,4,0.00,282.04,0.00
104.19.65.52,4,4,0.00,284.88,0.00
104.19.7.222,4,4,0.00,288.93,0.00
104.19.14.175,4,4,0.00,289.11,0.00
104.16.187.234,4,4,0.00,487.22,0.00
198.41.201.191,4,4,0.00,513.18,0.00
172.66.40.84,4,4,0.00,520.60,0.00
104.16.185.218,4,4,0.00,525.03,0.00
198.41.205.65,4,4,0.00,525.90,0.00
104.16.152.254,4,4,0.00,527.31,0.00
104.19.195.30,4,4,0.00,541.38,0.00
104.16.79.226,4,4,0.00,554.47,0.00
198.41.204.1,4,4,0.00,560.40,0.00
104.16.157.1,4,4,0.00,564.30,0.00
104.18.80.8,4,4,0.00,573.89,0.00
172.64.80.86,4,4,0.00,575.32,0.00
104.16.92.238,4,4,0.00,578.12,0.00
104.17.103.113,4,4,0.00,580.91,0.00
104.17.100.13,4,4,0.00,583.20,0.00
104.19.230.72,4,4,0.00,585.59,0.00
162.159.58.141,4,4,0.00,588.03,0.00
104.18.246.206,4,4,0.00,590.69,0.00
162.159.24.183,4,4,0.00,591.18,0.00
104.16.3.27,4,4,0.00,597.48,0.00
198.41.200.224,4,4,0.00,598.71,0.00
104.19.147.191,4,4,0.00,598.73,0.00
104.18.203.224,4,4,0.00,603.20,0.00
104.16.248.108,4,4,0.00,610.19,0.00
104.16.134.50,4,4,0.00,611.45,0.00
104.16.198.178,4,4,0.00,613.89,0.00
104.17.90.27,4,4,0.00,620.20,0.00
162.159.140.87,4,4,0.00,620.61,0.00
104.19.210.177,4,4,0.00,621.83,0.00
104.17.17.123,4,4,0.00,622.07,0.00
104.18.72.83,4,4,0.00,628.06,0.00
198.41.207.102,4,4,0.00,630.59,0.00
162.159.3.197,4,4,0.00,631.02,0.00
104.18.161.138,4,4,0.00,632.29,0.00
104.16.30.48,4,4,0.00,640.45,0.00
172.64.156.138,4,4,0.00,641.47,0.00
104.17.8.39,4,4,0.00,643.42,0.00
162.159.128.249,4,4,0.00,643.47,0.00
172.64.234.180,4,4,0.00,643.91,0.00
104.16.204.171,4,4,0.00,644.89,0.00
104.19.207.97,4,4,0.00,645.99,0.00
104.16.62.40,4,4,0.00,648.49,0.00
198.41.219.168,4,4,0.00,652.01,0.00
104.18.94.214,4,4,0.00,652.10,0.00
104.17.28.28,4,4,0.00,655.55,0.00
104.17.16.200,4,4,0.00,659.70,0.00
104.16.130.254,4,4,0.00,660.29,0.00
162.159.141.110,4,4,0.00,660.52,0.00
104.16.159.11,4,4,0.00,660.97,0.00
104.19.156.15,4,4,0.00,661.48,0.00
104.19.164.3,4,4,0.00,666.24,0.00
104.17.106.38,4,4,0.00,669.57,0.00
104.18.133.19,4,4,0.00,669.92,0.00
104.16.229.52,4,4,0.00,672.58,0.00
172.65.249.239,4,4,0.00,673.26,0.00
162.159.21.66,4,4,0.00,673.99,0.00
104.18.226.165,4,4,0.00,675.02,0.00
162.159.4.248,4,4,0.00,675.11,0.00
104.16.101.151,4,4,0.00,677.74,0.00
104.16.20.66,4,4,0.00,677.86,0.00
104.19.175.115,4,4,0.00,677.93,0.00
104.16.84.186,4,4,0.00,678.47,0.00
104.17.42.1,4,4,0.00,679.85,0.00
104.16.18.228,4,4,0.00,679.91,0.00
104.16.226.122,4,4,0.00,680.44,0.00
104.16.253.74,4,4,0.00,681.94,0.00
104.19.228.51,4,4,0.00,685.37,0.00
172.64.34.140,4,4,0.00,685.57,0.00
104.19.161.81,4,4,0.00,685.69,0.00
172.64.50.164,4,4,0.00,688.33,0.00
104.17.40.212,4,4,0.00,690.42,0.00
104.17.58.153,4,4,0.00,692.47,0.00
104.18.137.113,4,4,0.00,692.60,0.00
104.17.197.109,4,4,0.00,692.67,0.00
104.16.77.212,4,4,0.00,693.13,0.00
104.17.82.192,4,4,0.00,694.73,0.00
172.65.242.99,4,4,0.00,695.64,0.00
104.17.190.62,4,4,0.00,695.69,0.00
198.41.195.48,4,4,0.00,696.89,0.00
104.16.81.171,4,4,0.00,699.49,0.00
104.17.0.254,4,4,0.00,700.43,0.00
108.162.196.11,4,4,0.00,704.04,0.00
104.16.245.83,4,4,0.00,704.57,0.00
104.19.200.73,4,4,0.00,708.39,0.00
104.16.136.187,4,4,0.00,708.58,0.00
198.41.198.145,4,4,0.00,709.86,0.00
104.17.144.81,4,4,0.00,711.00,0.00
172.65.210.191,4,4,0.00,711.30,0.00
104.16.9.35,4,4,0.00,711.59,0.00
104.17.19.7,4,4,0.00,711.80,0.00
172.65.231.75,4,4,0.00,712.80,0.00
104.16.194.208,4,4,0.00,715.48,0.00
104.19.183.114,4,4,0.00,715.61,0.00
172.65.237.120,4,4,0.00,715.84,0.00
104.18.239.94,4,4,0.00,716.39,0.00
104.16.109.119,4,4,0.00,716.60,0.00
172.65.255.146,4,4,0.00,717.50,0.00
198.41.223.140,4,4,0.00,718.47,0.00
104.16.142.61,4,4,0.00,719.60,0.00
104.16.153.90,4,4,0.00,720.32,0.00
104.18.195.116,4,4,0.00,722.72,0.00
162.159.2.105,4,4,0.00,722.85,0.00
172.66.44.75,4,4,0.00,723.17,0.00
141.101.115.166,4,4,0.00,723.29,0.00
172.64.35.250,4,4,0.00,724.04,0.00
104.19.197.221,4,4,0.00,724.47,0.00
104.19.232.15,4,4,0.00,726.03,0.00
104.16.228.132,4,4,0.00,727.01,0.00
108.162.192.234,4,4,0.00,727.20,0.00
104.19.152.5,4,4,0.00,728.02,0.00
104.17.31.246,4,4,0.00,728.37,0.00
172.64.158.74,4,4,0.00,728.62,0.00
104.16.167.118,4,4,0.00,728.76,0.00
104.16.246.2,4,4,0.00,729.54,0.00
104.18.6.38,4,4,0.00,730.58,0.00
104.16.10.93,4,4,0.00,731.57,0.00
104.18.3.109,4,4,0.00,732.30,0.00
104.16.24.213,4,4,0.00,732.87,0.00
104.17.56.254,4,4,0.00,733.48,0.00
104.18.167.210,4,4,0.00,734.19,0.00
104.19.218.221,4,4,0.00,734.20,0.00
104.16.51.4,4,4,0.00,734.75,0.00
104.17.95.64,4,4,0.00,736.02,0.00
172.64.47.175,4,4,0.00,736.37,0.00
162.159.199.65,4,4,0.00,736.89,0.00
104.16.239.208,4,4,0.00,736.98,0.00
104.16.247.182,4,4,0.00,737.02,0.00
162.159.194.72,4,4,0.00,738.03,0.00
172.65.217.8,4,4,0.00,740.63,0.00
104.16.60.228,4,4,0.00,741.12,0.00
104.18.134.225,4,4,0.00,741.26,0.00
104.16.207.194,4,4,0.00,741.85,0.00
104.16.23.208,4,4,0.00,742.35,0.00
104.19.179.87,4,4,0.00,742.43,0.00
104.18.65.16,4,4,0.00,742.67,0.00
104.16.80.164,4,4,0.00,744.47,0.00
104.19.150.163,4,4,0.00,744.65,0.00
104.17.240.243,4,4,0.00,745.09,0.00
104.16.111.136,4,4,0.00,745.74,0.00
104.16.83.186,4,4,0.00,746.43,0.00
190.93.246.229,4,4,0.00,746.85,0.00
104.16.154.43,4,4,0.00,748.14,0.00
104.16.0.247,4,4,0.00,748.71,0.00
104.18.142.201,4,4,0.00,750.27,0.00
162.159.134.191,4,4,0.00,750.35,0.00
104.16.69.98,4,4,0.00,750.39,0.00
104.16.8.76,4,4,0.00,750.61,0.00
190.93.247.84,4,4,0.00,751.81,0.00
198.41.218.90,4,4,0.00,752.29,0.00
104.17.7.110,4,4,0.00,752.64,0.00
104.18.170.164,4,4,0.00,752.91,0.00
104.18.79.119,4,4,0.00,753.72,0.00
104.19.176.12,4,4,0.00,755.15,0.00
104.17.178.15,4,4,0.00,756.80,0.00
104.16.28.237,4,4,0.00,756.94,0.00
104.16.104.134,4,4,0.00,757.50,0.00
104.16.172.226,4,4,0.00,758.08,0.00
172.65.203.55,4,4,0.00,759.16,0.00
104.19.149.234,4,4,0.00,760.15,0.00
104.16.16.112,4,4,0.00,760.43,0.00
104.16.86.109,4,4,0.00,761.84,0.00
104.17.36.251,4,4,0.00,767.49,0.00
104.17.96.56,4,4,0.00,767.94,0.00
104.17.232.105,4,4,0.00,768.29,0.00
172.65.209.91,4,4,0.00,770.67,0.00
104.19.188.173,4,4,0.00,770.86,0.00
104.16.57.75,4,4,0.00,771.51,0.00
104.18.135.158,4,4,0.00,771.69,0.00
104.19.160.249,4,4,0.00,771.88,0.00
172.64.89.234,4,4,0.00,772.04,0.00
162.159.46.190,4,4,0.00,772.46,0.00
104.16.179.187,4,4,0.00,772.54,0.00
104.19.233.86,4,4,0.00,772.66,0.00
104.19.199.215,4,4,0.00,773.19,0.00
104.17.211.122,4,4,0.00,773.26,0.00
172.65.221.72,4,4,0.00,773.71,0.00
104.19.239.46,4,4,0.00,775.35,0.00
162.159.7.228,4,4,0.00,776.10,0.00
104.16.70.178,4,4,0.00,776.32,0.00
104.16.162.155,4,4,0.00,777.74,0.00
104.19.231.160,4,4,0.00,778.89,0.00
104.18.178.144,4,4,0.00,780.66,0.00
104.19.238.246,4,4,0.00,780.85,0.00
104.19.170.237,4,4,0.00,781.44,0.00
172.64.82.103,4,4,0.00,781.58,0.00
104.19.212.103,4,4,0.00,782.00,0.00
104.17.107.37,4,4,0.00,782.79,0.00
104.16.54.209,4,4,0.00,783.26,0.00
104.16.199.85,4,4,0.00,784.76,0.00
104.18.166.109,4,4,0.00,784.82,0.00
162.159.142.91,4,4,0.00,786.59,0.00
104.19.178.57,4,4,0.00,786.66,0.00
104.17.185.227,4,4,0.00,786.79,0.00
104.19.225.183,4,4,0.00,787.28,0.00
104.18.204.125,4,4,0.00,790.76,0.00
104.16.181.46,4,4,0.00,791.95,0.00
104.18.233.100,4,4,0.00,792.33,0.00
104.18.162.167,4,4,0.00,792.38,0.00
104.18.247.104,4,4,0.00,792.44,0.00
104.17.21.89,4,4,0.00,792.82,0.00
104.19.154.157,4,4,0.00,792.90,0.00
104.16.137.140,4,4,0.00,793.71,0.00
172.65.230.161,4,4,0.00,794.65,0.00
104.17.147.226,4,4,0.00,794.98,0.00
198.41.211.35,4,4,0.00,795.28,0.00
104.16.193.121,4,4,0.00,795.34,0.00
104.17.22.120,4,4,0.00,796.90,0.00
103.21.244.226,4,4,0.00,796.93,0.00
104.17.27.140,4,4,0.00,797.22,0.00
104.18.143.215,4,4,0.00,797.43,0.00
104.19.166.52,4,4,0.00,798.35,0.00
104.17.247.39,4,4,0.00,798.47,0.00
104.16.61.38,4,4,0.00,798.82,0.00
104.18.244.189,4,4,0.00,798.99,0.00
172.64.81.59,4,4,0.00,798.99,0.00
104.18.177.91,4,4,0.00,799.01,0.00
172.64.231.44,4,4,0.00,799.14,0.00
172.64.48.115,4,4,0.00,799.20,0.00
104.16.7.44,4,4,0.00,800.29,0.00
104.17.174.90,4,4,0.00,800.38,0.00
104.19.203.221,4,4,0.00,800.71,0.00
104.16.254.86,4,4,0.00,801.04,0.00
104.18.173.93,4,4,0.00,801.21,0.00
162.159.153.185,4,4,0.00,801.64,0.00
104.17.238.146,4,4,0.00,801.83,0.00
104.19.163.150,4,4,0.00,801.99,0.00
104.16.29.137,4,4,0.00,802.03,0.00
172.64.94.49,4,4,0.00,802.25,0.00
198.41.199.209,4,4,0.00,802.45,0.00
104.16.235.248,4,4,0.00,803.41,0.00
104.16.201.222,4,4,0.00,804.04,0.00
104.19.236.223,4,4,0.00,804.37,0.00
104.16.255.232,4,4,0.00,805.84,0.00
104.18.136.169,4,4,0.00,806.58,0.00
162.159.143.198,4,4,0.00,807.97,0.00
104.16.1.148,4,4,0.00,808.30,0.00
104.19.206.131,4,4,0.00,808.51,0.00
104.17.2.124,4,4,0.00,808.57,0.00
104.18.139.12,4,4,0.00,809.59,0.00
172.65.232.67,4,4,0.00,810.04,0.00
104.16.72.20,4,4,0.00,810.63,0.00
104.16.110.165,4,4,0.00,811.50,0.00
104.17.29.163,4,4,0.00,811.64,0.00
104.18.199.124,4,4,0.00,812.59,0.00
172.65.198.121,4,4,0.00,812.73,0.00
104.19.182.36,4,4,0.00,813.63,0.00
172.65.240.190,4,4,0.00,814.46,0.00
172.66.0.97,4,4,0.00,814.80,0.00
104.18.165.148,4,4,0.00,814.92,0.00
104.16.180.92,4,4,0.00,814.95,0.00
172.65.197.13,4,4,0.00,815.05,0.00
104.19.216.111,4,4,0.00,815.54,0.00
104.17.209.91,4,4,0.00,817.56,0.00
104.18.39.103,4,4,0.00,818.31,0.00
104.16.174.125,4,4,0.00,819.17,0.00
104.18.0.163,4,4,0.00,821.18,0.00
104.17.123.34,4,4,0.00,821.94,0.00
104.19.192.41,4,4,0.00,822.62,0.00
172.64.147.52,4,4,0.00,823.36,0.00
104.19.173.27,4,4,0.00,823.45,0.00
104.18.171.56,4,4,0.00,823.64,0.00
104.17.195.163,4,4,0.00,823.68,0.00
104.16.14.101,4,4,0.00,824.42,0.00
173.245.58.31,4,4,0.00,824.43,0.00
104.18.230.95,4,4,0.00,824.44,0.00
104.18.131.221,4,4,0.00,824.87,0.00
104.16.251.95,4,4,0.00,825.00,0.00
104.18.35.227,4,4,0.00,825.04,0.00
172.65.227.144,4,4,0.00,825.13,0.00
104.17.13.200,4,4,0.00,826.70,0.00
172.64.95.173,4,4,0.00,827.56,0.00
162.159.32.134,4,4,0.00,827.72,0.00
104.18.105.98,4,4,0.00,828.11,0.00
104.19.169.155,4,4,0.00,828.52,0.00
104.16.78.132,4,4,0.00,829.50,0.00
104.16.87.30,4,4,0.00,830.01,0.00
104.17.88.4,4,4,0.00,830.50,0.00
104.18.148.254,4,4,0.00,831.86,0.00
104.19.168.186,4,4,0.00,832.89,0.00
104.17.117.114,4,4,0.00,834.85,0.00
104.17.155.195,4,4,0.00,835.07,0.00
172.65.211.83,4,4,0.00,837.76,0.00
104.18.186.84,4,4,0.00,838.05,0.00
172.65.212.30,4,4,0.00,839.14,0.00
104.16.25.62,4,4,0.00,840.04,0.00
104.16.149.55,4,4,0.00,843.17,0.00
104.16.4.5,4,4,0.00,843.58,0.00
104.17.153.73,4,4,0.00,844.50,0.00
172.65.222.41,4,4,0.00,845.32,0.00
104.17.218.135,4,4,0.00,847.02,0.00
104.18.103.95,4,4,0.00,847.09,0.00
104.16.156.202,4,4,0.00,847.76,0.00
104.18.129.177,4,4,0.00,848.47,0.00
104.17.146.140,4,4,0.00,848.59,0.00
104.18.200.183,4,4,0.00,849.12,0.00
162.159.11.210,4,4,0.00,849.36,0.00
104.18.78.200,4,4,0.00,850.97,0.00
104.18.98.225,4,4,0.00,851.62,0.00
162.159.36.96,4,4,0.00,852.10,0.00
172.64.157.66,4,4,0.00,852.68,0.00
104.17.30.38,4,4,0.00,852.97,0.00
104.16.52.100,4,4,0.00,853.44,0.00
104.16.197.156,4,4,0.00,854.12,0.00
104.18.71.43,4,4,0.00,854.71,0.00
104.19.213.94,4,4,0.00,855.03,0.00
172.64.85.190,4,4,0.00,857.01,0.00
172.64.46.152,4,4,0.00,857.14,0.00
104.16.48.202,4,4,0.00,858.37,0.00
104.18.192.13,4,4,0.00,859.68,0.00
104.16.164.168,4,4,0.00,860.02,0.00
172.65.207.139,4,4,0.00,860.27,0.00
104.18.212.52,4,4,0.00,860.36,0.00
104.18.149.229,4,4,0.00,860.53,0.00
104.16.99.60,4,4,0.00,862.57,0.00
104.17.253.162,4,4,0.00,864.59,0.00
104.19.144.185,4,4,0.00,865.17,0.00
104.17.23.40,4,4,0.00,865.55,0.00
104.18.201.60,4,4,0.00,866.27,0.00
104.16.85.177,4,4,0.00,866.53,0.00
162.159.138.137,4,4,0.00,867.71,0.00
198.41.216.235,4,4,0.00,867.72,0.00
104.16.63.4,4,4,0.00,867.90,0.00
162.159.135.134,4,4,0.00,868.95,0.00
104.16.188.117,4,4,0.00,869.60,0.00
162.159.136.152,4,4,0.00,870.91,0.00
104.18.91.76,4,4,0.00,873.47,0.00
104.16.49.7,4,4,0.00,873.62,0.00
172.65.250.177,4,4,0.00,873.68,0.00
172.65.233.110,4,4,0.00,873.84,0.00
141.101.90.220,4,4,0.00,875.76,0.00
162.159.49.235,4,4,0.00,876.12,0.00
104.18.66.157,4,4,0.00,876.48,0.00
104.18.242.5,4,4,0.00,876.83,0.00
104.17.205.119,4,4,0.00,877.12,0.00
104.19.193.10,4,4,0.00,878.27,0.00
104.16.67.212,4,4,0.00,878.87,0.00
104.18.196.35,4,4,0.00,880.11,0.00
104.18.172.24,4,4,0.00,881.24,0.00
104.18.190.40,4,4,0.00,881.46,0.00
104.17.52.93,4,4,0.00,882.12,0.00
104.19.165.222,4,4,0.00,883.11,0.00
104.16.191.79,4,4,0.00,883.89,0.00
104.18.219.72,4,4,0.00,884.18,0.00
104.16.242.13,4,4,0.00,887.14,0.00
104.16.82.14,4,4,0.00,887.77,0.00
172.64.68.62,4,4,0.00,888.08,0.00
172.65.192.107,4,4,0.00,888.86,0.00
104.18.110.215,4,4,0.00,890.45,0.00
172.65.214.34,4,4,0.00,890.55,0.00
104.19.153.67,4,4,0.00,891.78,0.00
104.19.190.30,4,4,0.00,892.92,0.00
104.17.196.136,4,4,0.00,893.42,0.00
104.18.104.50,4,4,0.00,895.23,0.00
104.16.140.0,4,4,0.00,896.79,0.00
104.16.168.172,4,4,0.00,896.94,0.00
104.18.189.254,4,4,0.00,898.40,0.00
104.18.82.37,4,4,0.00,899.77,0.00
104.18.147.222,4,4,0.00,900.49,0.00
104.16.165.209,4,4,0.00,902.78,0.00
104.18.231.136,4,4,0.00,904.10,0.00
172.65.215.162,4,4,0.00,904.55,0.00
172.65.220.96,4,4,0.00,908.35,0.00
104.16.170.6,4,4,0.00,908.77,0.00
104.19.211.199,4,4,0.00,919.77,0.00
104.18.207.100,4,4,0.00,920.14,0.00
104.18.14.89,4,4,0.00,920.70,0.00
104.17.177.13,4,4,0.00,925.89,0.00
104.16.64.128,4,4,0.00,928.95,0.00
104.16.132.146,4,4,0.00,942.41,0.00
104.18.88.56,4,4,0.00,942.96,0.00
172.66.41.223,4,4,0.00,943.48,0.00
162.159.152.139,4,4,0.00,947.35,0.00
104.17.229.105,4,4,0.00,948.68,0.00
104.17.154.189,4,4,0.00,956.78,0.00
172.64.101.87,4,3,0.25,178.91,0.00
104.18.50.243,4,3,0.25,179.87,0.00
104.19.250.167,4,3,0.25,183.07,0.00
141.101.121.86,4,3,0.25,183.08,0.00
172.64.104.172,4,3,0.25,183.10,0.00
104.19.252.88,4,3,0.25,183.78,0.00
162.159.246.10,4,3,0.25,184.41,0.00
104.19.255.150,4,3,0.25,186.46,0.00
104.18.119.237,4,3,0.25,186.49,0.00
104.16.113.63,4,3,0.25,186.86,0.00
104.21.225.85,4,3,0.25,188.34,0.00
104.16.127.228,4,3,0.25,188.62,0.00
104.19.81.163,4,3,0.25,189.03,0.00
104.19.244.2,4,3,0.25,192.20,0.00
104.21.238.134,4,3,0.25,194.20,0.00
104.19.21.129,4,3,0.25,196.35,0.00
104.16.215.144,4,3,0.25,196.97,0.00
104.17.141.23,4,3,0.25,197.45,0.00
172.64.129.209,4,3,0.25,198.42,0.00
104.18.31.193,4,3,0.25,200.39,0.00
104.16.33.129,4,3,0.25,202.35,0.00
172.65.95.54,4,3,0.25,202.45,0.00
104.19.54.159,4,3,0.25,202.54,0.00
104.22.49.141,4,3,0.25,202.65,0.00
104.22.17.114,4,3,0.25,203.08,0.00
104.17.140.146,4,3,0.25,203.14,0.00
104.22.58.180,4,3,0.25,203.52,0.00
104.16.35.108,4,3,0.25,204.54,0.00
104.16.45.84,4,3,0.25,204.55,0.00
104.22.31.213,4,3,0.25,204.99,0.00
104.22.61.205,4,3,0.25,205.01,0.00
172.64.204.212,4,3,0.25,206.51,0.00
104.16.36.93,4,3,0.25,207.42,0.00
104.16.211.154,4,3,0.25,208.28,0.00
104.18.26.117,4,3,0.25,208.40,0.00
104.18.20.87,4,3,0.25,209.05,0.00
104.17.138.39,4,3,0.25,209.97,0.00
104.17.143.49,4,3,0.25,210.40,0.00
104.19.94.53,4,3,0.25,211.39,0.00
104.17.71.206,4,3,0.25,212.59,0.00
104.19.124.42,4,3,0.25,213.93,0.00
104.21.35.190,4,3,0.25,215.19,0.00
172.67.13.159,4,3,0.25,215.72,0.00
172.67.167.16,4,3,0.25,215.77,0.00
172.65.80.28,4,3,0.25,216.77,0.00
104.19.45.251,4,3,0.25,217.81,0.00
104.19.110.219,4,3,0.25,218.47,0.00
104.21.11.192,4,3,0.25,219.73,0.00
172.64.100.124,4,3,0.25,221.59,0.00
104.21.96.160,4,3,0.25,222.23,0.00
104.21.121.43,4,3,0.25,222.96,0.00
104.21.210.247,4,3,0.25,223.81,0.00
172.67.187.127,4,3,0.25,225.04,0.00
104.21.119.142,4,3,0.25,225.41,0.00
104.18.27.121,4,3,0.25,226.91,0.00
104.17.137.87,4,3,0.25,227.13,0.00
104.21.221.211,4,3,0.25,229.39,0.00
104.21.105.239,4,3,0.25,229.71,0.00
172.67.197.89,4,3,0.25,229.83,0.00
172.65.25.116,4,3,0.25,230.16,0.00
104.21.39.55,4,3,0.25,230.50,0.00
172.67.204.252,4,3,0.25,232.15,0.00
172.65.3.210,4,3,0.25,233.22,0.00
172.67.166.23,4,3,0.25,233.69,0.00
172.67.232.246,4,3,0.25,234.95,0.00
172.67.244.36,4,3,0.25,235.59,0.00
104.20.14.52,4,3,0.25,236.55,0.00
172.67.6.178,4,3,0.25,236.65,0.00
104.20.60.227,4,3,0.25,236.73,0.00
104.21.14.44,4,3,0.25,237.40,0.00
172.65.100.120,4,3,0.25,237.48,0.00
104.24.155.160,4,3,0.25,238.20,0.00
172.67.207.69,4,3,0.25,238.28,0.00
104.25.109.75,4,3,0.25,238.39,0.00
104.20.226.106,4,3,0.25,238.46,0.00
104.19.12.249,4,3,0.25,238.47,0.00
172.67.24.209,4,3,0.25,238.86,0.00
172.65.108.249,4,3,0.25,239.01,0.00
104.19.41.212,4,3,0.25,239.53,0.00
104.25.73.50,4,3,0.25,239.82,0.00
172.67.125.68,4,3,0.25,240.09,0.00
104.20.233.206,4,3,0.25,240.26,0.00
104.22.0.216,4,3,0.25,240.31,0.00
104.24.197.1,4,3,0.25,240.53,0.00
172.67.105.7,4,3,0.25,240.61,0.00
104.24.211.116,4,3,0.25,240.77,0.00
172.64.232.72,4,3,0.25,240.98,0.00
172.67.44.112,4,3,0.25,241.52,0.00
104.22.67.20,4,3,0.25,241.67,0.00
104.27.86.212,4,3,0.25,241.84,0.00
172.66.162.51,4,3,0.25,241.84,0.00
104.20.73.156,4,3,0.25,241.87,0.00
104.18.18.120,4,3,0.25,241.89,0.00
104.24.226.184,4,3,0.25,241.95,0.00
172.65.166.65,4,3,0.25,242.09,0.00
104.23.109.173,4,3,0.25,242.16,0.00
104.24.218.212,4,3,0.25,242.20,0.00
104.20.236.216,4,3,0.25,242.37,0.00
172.65.157.249,4,3,0.25,242.55,0.00
104.24.185.133,4,3,0.25,242.59,0.00
104.19.80.170,4,3,0.25,242.61,0.00
104.19.117.20,4,3,0.25,242.74,0.00
104.24.129.239,4,3,0.25,243.06,0.00
104.20.230.124,4,3,0.25,243.19,0.00
172.65.110.227,4,3,0.25,243.33,0.00
104.25.133.163,4,3,0.25,243.35,0.00
172.66.146.143,4,3,0.25,243.62,0.00
172.65.190.245,4,3,0.25,243.94,0.00
104.20.161.215,4,3,0.25,244.02,0.00
172.66.213.82,4,3,0.25,244.20,0.00
104.20.235.212,4,3,0.25,244.34,0.00
172.67.33.246,4,3,0.25,244.39,0.00
104.25.117.89,4,3,0.25,244.45,0.00
104.22.8.8,4,3,0.25,244.80,0.00
104.26.0.208,4,3,0.25,245.01,0.00
104.23.141.22,4,3,0.25,245.07,0.00
104.25.123.47,4,3,0.25,245.59,0.00
104.25.26.180,4,3,0.25,246.00,0.00
104.27.93.155,4,3,0.25,246.03,0.00
172.65.162.220,4,3,0.25,246.16,0.00
104.25.0.45,4,3,0.25,246.25,0.00
172.65.186.125,4,3,0.25,246.40,0.00
104.24.73.190,4,3,0.25,246.51,0.00
104.20.26.48,4,3,0.25,246.55,0.00
104.25.13.10,4,3,0.25,246.58,0.00
172.65.189.67,4,3,0.25,246.75,0.00
104.25.53.147,4,3,0.25,246.77,0.00
104.24.181.97,4,3,0.25,247.00,0.00
172.67.68.59,4,3,0.25,247.36,0.00
104.19.73.73,4,3,0.25,247.38,0.00
104.27.78.161,4,3,0.25,247.45,0.00
104.27.202.139,4,3,0.25,247.45,0.00
104.24.161.107,4,3,0.25,247.52,0.00
104.27.14.177,4,3,0.25,247.66,0.00
104.25.74.21,4,3,0.25,247.76,0.00
172.67.27.54,4,3,0.25,247.87,0.00
172.66.145.231,4,3,0.25,247.88,0.00
172.65.169.192,4,3,0.25,247.89,0.00
172.65.134.236,4,3,0.25,247.99,0.00
104.25.78.56,4,3,0.25,248.10,0.00
104.24.29.142,4,3,0.25,248.28,0.00
104.24.234.180,4,3,0.25,248.33,0.00
104.20.84.108,4,3,0.25,248.46,0.00
104.20.167.118,4,3,0.25,248.62,0.00
104.27.38.73,4,3,0.25,248.63,0.00
104.25.119.253,4,3,0.25,248.68,0.00
104.25.222.68,4,3,0.25,248.69,0.00
104.19.35.84,4,3,0.25,248.77,0.00
172.65.137.145,4,3,0.25,249.13,0.00
104.25.209.128,4,3,0.25,249.68,0.00
104.20.43.135,4,3,0.25,250.05,0.00
172.64.13.56,4,3,0.25,250.25,0.00
104.20.56.140,4,3,0.25,250.72,0.00
104.25.59.228,4,3,0.25,250.87,0.00
104.20.102.54,4,3,0.25,251.38,0.00
172.66.153.138,4,3,0.25,251.46,0.00
104.20.88.155,4,3,0.25,251.48,0.00
104.24.239.82,4,3,0.25,251.66,0.00
104.19.105.151,4,3,0.25,251.77,0.00
104.20.158.178,4,3,0.25,252.07,0.00
172.67.78.240,4,3,0.25,252.12,0.00
104.20.152.239,4,3,0.25,252.40,0.00
104.23.104.4,4,3,0.25,252.81,0.00
